0.18;-0.06;-0.18;-0.60;0.72;0.34;-0.06;0.12;-0.49;-0.61;0.72;0.35;0.24;0.06;-1.04;-0.60;0.73;0.35;0.37;-0.73;0.18;-0.61;0.72;0.35;0.43;-0.43;0.00;-0.60;0.72;0.35;0.67;-0.18;-0.55;-0.61;0.72;0.34;0.61;-0.12;0.06;-0.60;0.72;0.35;0.06;-0.24;0.12;-0.61;0.73;0.35
0.12;-0.12;-0.49;-0.60;0.72;0.34;0.49;-0.43;-0.18;-0.61;0.72;0.35;0.18;0.43;-0.18;-0.60;0.72;0.35;0.30;0.24;-0.37;-0.61;0.72;0.34;-0.18;0.18;-0.43;-0.60;0.72;0.35;0.18;-0.30;0.06;-0.61;0.72;0.34;1.04;-0.24;-0.43;-0.60;0.72;0.35;0.06;0.00;-0.12;-0.60;0.72;0.34
0.43;-0.37;-0.18;-0.60;0.73;0.35;-0.37;0.12;-0.67;-0.61;0.73;0.34;0.24;0.24;-0.12;-0.60;0.72;0.34;-0.06;-0.37;-0.30;-0.61;0.73;0.35;0.06;0.06;0.37;-0.60;0.73;0.35;0.18;-0.06;0.12;-0.61;0.73;0.34;-0.06;0.06;-0.24;-0.61;0.73;0.34;0.49;-0.30;-0.24;-0.60;0.72;0.35
0.85;-0.18;0.00;-0.61;0.72;0.35;0.12;-0.06;-0.37;-0.60;0.72;0.34;0.37;-0.18;-0.37;-0.61;0.71;0.34;-0.18;-0.06;-0.37;-0.61;0.73;0.34;0.00;-0.24;-0.12;-0.61;0.72;0.35;0.00;0.00;-0.30;-0.61;0.73;0.34;0.30;-0.85;0.24;-0.60;0.73;0.36;-0.37;0.00;0.18;-0.61;0.72;0.35
0.24;-0.55;0.24;-0.61;0.73;0.34;0.24;-0.24;0.12;-0.61;0.73;0.35;0.00;0.12;-0.37;-0.60;0.73;0.35;0.43;-0.18;-0.06;-0.61;0.72;0.35;0.67;-0.30;-0.12;-0.61;0.72;0.35;0.30;0.06;-0.79;-0.61;0.72;0.34;-0.12;-0.30;-0.49;-0.61;0.72;0.35;0.55;-0.30;0.06;-0.60;0.72;0.35
0.06;0.06;-0.06;-0.61;0.72;0.35;0.12;-0.37;-0.24;-0.61;0.72;0.34;0.00;0.12;-0.43;-0.61;0.72;0.35;0.24;-0.24;-0.61;-0.60;0.73;0.35;0.18;-0.37;-0.73;-0.60;0.72;0.35;0.37;0.24;-0.18;-0.60;0.72;0.34;-0.24;0.06;-0.12;-0.60;0.72;0.34;-0.06;0.00;-0.55;-0.60;0.72;0.34
0.49;-0.18;-0.18;-0.60;0.73;0.35;0.00;-0.12;0.06;-0.61;0.72;0.35;-0.12;-0.12;-0.06;-0.60;0.73;0.35;0.37;0.00;-0.06;-0.61;0.72;0.35;0.18;-0.37;-0.49;-0.61;0.72;0.35;0.18;-0.24;-0.37;-0.61;0.72;0.35;-0.24;-0.24;0.00;-0.61;0.72;0.35;-0.24;-0.06;-0.18;-0.61;0.72;0.35
0.30;-0.30;0.43;-0.61;0.73;0.35;0.49;0.18;-0.37;-0.61;0.72;0.35;0.43;-0.12;-0.43;-0.61;0.72;0.34;0.12;0.18;-0.73;-0.61;0.73;0.36;0.00;-0.12;-0.30;-0.60;0.72;0.35;0.43;0.30;-0.30;-0.61;0.72;0.35;0.24;0.12;-0.43;-0.60;0.73;0.35;-0.24;-0.37;-0.30;-0.60;0.72;0.35
0.00;-0.37;0.18;-0.61;0.73;0.35;0.00;0.37;-0.18;-0.60;0.73;0.35;0.73;0.24;-0.30;-0.61;0.72;0.35;0.55;0.18;-0.43;-0.61;0.73;0.35;0.30;0.00;0.18;-0.60;0.73;0.35;0.12;-0.37;-0.18;-0.60;0.73;0.35;0.00;0.67;0.06;-0.61;0.72;0.35;0.37;-0.43;-0.37;-0.61;0.72;0.34
0.49;-0.24;-0.12;-0.61;0.73;0.34;0.18;-0.37;-0.06;-0.61;0.73;0.35;0.24;-0.12;-0.12;-0.61;0.72;0.35;0.43;-0.30;-0.73;-0.61;0.72;0.35;0.61;-0.37;-0.12;-0.60;0.73;0.34;0.18;-0.37;0.55;-0.61;0.73;0.35;0.43;-0.24;-0.06;-0.60;0.72;0.35;-0.06;0.06;-0.30;-0.61;0.73;0.34
-0.37;-0.24;-0.91;-0.60;0.73;0.35;-0.06;0.24;-0.24;-0.60;0.73;0.34;0.00;-0.12;-0.18;-0.61;0.73;0.35;0.00;0.06;-0.49;-0.60;0.72;0.34;0.49;-0.24;-0.24;-0.60;0.72;0.34;0.12;-0.30;0.18;-0.61;0.72;0.34;-0.43;-0.37;-0.24;-0.60;0.73;0.34;0.24;-0.49;-0.30;-0.61;0.73;0.35
0.43;-0.24;0.37;-0.61;0.72;0.35;0.98;0.06;0.30;-0.61;0.72;0.35;0.49;-0.06;-0.06;-0.61;0.73;0.35;0.61;0.00;0.30;-0.61;0.72;0.36;0.00;0.24;0.30;-0.61;0.72;0.34;0.06;0.06;-0.43;-0.60;0.72;0.35;0.55;-0.30;0.30;-0.61;0.72;0.35;0.61;-0.12;-0.12;-0.60;0.72;0.35
0.12;0.18;-0.24;-0.60;0.73;0.34;0.85;-0.30;-0.12;-0.60;0.73;0.34;0.00;-0.73;0.00;-0.60;0.72;0.35;0.00;0.18;-0.55;-0.60;0.72;0.34;0.55;0.00;0.37;-0.61;0.72;0.35;0.00;0.00;-0.12;-0.60;0.73;0.36;0.24;0.55;-0.55;-0.60;0.73;0.35;0.43;-0.12;-0.06;-0.60;0.72;0.35
0.18;0.06;-0.49;-0.61;0.72;0.35;0.12;0.12;-0.12;-0.61;0.72;0.35;0.49;-0.06;-0.43;-0.61;0.72;0.35;-0.06;0.30;-0.30;-0.61;0.73;0.35;0.00;0.18;-0.12;-0.61;0.73;0.34;0.37;0.06;-0.49;-0.61;0.73;0.36;-0.24;0.12;0.06;-0.60;0.72;0.34;0.79;0.37;0.06;-0.60;0.72;0.34
0.49;0.18;-0.43;-0.61;0.73;0.34;-0.30;-0.30;-0.43;-0.61;0.72;0.35;0.00;-0.12;-0.12;-0.61;0.72;0.35;-0.06;0.06;-0.43;-0.60;0.72;0.35;0.12;-0.06;-0.18;-0.60;0.72;0.34;0.18;0.12;-0.30;-0.60;0.72;0.35;0.73;-0.12;-0.06;-0.61;0.72;0.35;0.55;-0.49;-0.61;-0.60;0.72;0.35
0.06;0.00;0.12;-0.61;0.72;0.34;-0.06;0.30;-0.30;-0.60;0.73;0.35;0.37;0.30;-0.30;-0.61;0.72;0.35;0.73;-0.06;0.00;-0.61;0.72;0.35;0.06;-0.06;-0.06;-0.61;0.72;0.35;-0.12;0.18;-0.49;-0.60;0.73;0.35;0.37;-0.30;0.12;-0.60;0.72;0.34;0.24;0.12;-0.79;-0.61;0.72;0.34
0.37;-0.67;0.06;-0.61;0.72;0.35;0.06;0.06;-0.30;-0.61;0.72;0.35;0.12;-0.49;-0.06;-0.61;0.72;0.35;0.06;0.18;0.12;-0.61;0.72;0.35;0.24;0.06;0.06;-0.61;0.72;0.35;0.49;-0.30;0.18;-0.60;0.72;0.34;0.00;-0.18;-0.18;-0.61;0.73;0.35;0.55;-0.37;-0.49;-0.60;0.73;0.35
0.24;-0.06;-0.18;-0.61;0.73;0.35;0.06;-0.12;0.18;-0.60;0.72;0.34;0.18;-1.28;-0.43;-0.61;0.72;0.35;0.43;0.12;0.18;-0.60;0.72;0.35;0.06;0.24;-0.18;-0.61;0.72;0.34;-0.12;0.12;-0.06;-0.61;0.74;0.35;0.55;-0.12;-0.30;-0.60;0.72;0.35;0.37;0.12;-0.18;-0.60;0.72;0.35
0.37;-0.30;-0.37;-0.61;0.72;0.35;0.30;-0.12;-0.37;-0.60;0.72;0.36;0.24;-0.06;-0.37;-0.61;0.72;0.34;0.06;0.06;-0.37;-0.60;0.72;0.34;0.61;-0.06;-0.79;-0.61;0.72;0.35;0.49;0.00;-0.18;-0.61;0.73;0.35;0.24;0.43;-0.55;-0.60;0.72;0.35;0.18;0.43;-0.30;-0.60;0.72;0.34
0.24;0.18;-0.06;-0.61;0.73;0.35;0.43;0.18;-0.37;-0.61;0.73;0.35;0.55;-0.06;-0.67;-0.61;0.72;0.34;0.12;0.06;-0.18;-0.61;0.72;0.34;0.43;-0.18;-0.18;-0.60;0.72;0.34;0.06;-0.18;-0.37;-0.61;0.72;0.35;0.18;-0.12;-0.12;-0.60;0.73;0.33;0.18;-0.43;0.00;-0.61;0.73;0.35
0.61;-0.12;-0.18;-0.61;0.72;0.35;0.00;-0.55;-0.49;-0.61;0.72;0.35;0.18;0.12;-0.61;-0.60;0.73;0.35;0.91;0.12;-0.73;-0.61;0.72;0.35;0.61;0.43;0.06;-0.61;0.72;0.35;0.12;-0.43;-1.16;-0.61;0.72;0.35;0.49;-0.18;-0.49;-0.60;0.72;0.34;0.37;-0.30;-0.37;-0.61;0.71;0.34
-0.61;0.18;-0.49;-0.60;0.73;0.35;0.00;0.00;-0.37;-0.61;0.73;0.34;0.30;-0.49;-0.24;-0.61;0.72;0.35;0.43;-0.18;0.00;-0.61;0.72;0.35;0.18;0.06;-0.12;-0.60;0.73;0.35;0.49;-0.18;0.12;-0.61;0.71;0.34;0.00;-0.12;-0.24;-0.60;0.72;0.34;0.24;-0.18;0.00;-0.61;0.73;0.35
0.49;0.49;-0.61;-0.61;0.73;0.34;0.06;-0.37;-0.43;-0.60;0.72;0.36;0.73;-0.12;-0.18;-0.60;0.72;0.35;0.85;-0.49;-0.06;-0.60;0.72;0.35;0.61;0.12;-0.12;-0.61;0.72;0.34;0.12;0.00;0.06;-0.61;0.72;0.35;0.73;0.00;0.12;-0.60;0.72;0.34;0.37;0.06;0.00;-0.60;0.72;0.35
0.79;-0.49;-0.49;-0.60;0.72;0.35;0.12;0.06;-0.06;-0.60;0.72;0.34;-0.30;-0.12;-0.06;-0.61;0.72;0.34;0.55;-0.06;-0.12;-0.61;0.73;0.35;0.30;0.43;-0.49;-0.61;0.73;0.35;-0.18;-0.24;-0.91;-0.61;0.73;0.35;0.18;0.00;0.00;-0.60;0.73;0.35;-0.06;-0.24;0.06;-0.60;0.72;0.35
0.18;0.06;-0.61;-0.60;0.72;0.35;0.55;0.00;-0.43;-0.60;0.72;0.35;-0.37;-0.24;-0.12;-0.61;0.72;0.36;0.55;0.12;-0.12;-0.60;0.72;0.35;0.37;0.30;-0.12;-0.60;0.72;0.35;0.06;-0.06;-0.24;-0.60;0.73;0.35;0.37;-0.55;-0.18;-0.60;0.72;0.35;0.06;-0.18;-0.49;-0.60;0.72;0.35
0.61;-0.37;-0.73;-0.60;0.72;0.35;0.12;-0.12;0.00;-0.60;0.73;0.35;0.37;-0.43;-0.12;-0.61;0.72;0.35;0.12;-0.61;-0.12;-0.60;0.72;0.34;-0.06;-0.12;0.00;-0.61;0.73;0.35;-0.61;-0.30;0.18;-0.60;0.73;0.35;0.61;-0.43;0.00;-0.61;0.73;0.35;0.43;0.67;-0.37;-0.60;0.72;0.35
0.49;0.00;-0.06;-0.60;0.72;0.35;0.55;-0.12;-0.37;-0.61;0.72;0.34;-0.18;0.00;-0.18;-0.60;0.73;0.35;-0.24;0.24;-0.55;-0.60;0.72;0.35;0.43;-0.37;0.06;-0.61;0.72;0.35;0.37;-0.30;-0.18;-0.60;0.72;0.35;0.18;-0.55;-0.30;-0.61;0.73;0.34;0.12;-0.18;-0.06;-0.60;0.72;0.34
0.12;0.18;-0.37;-0.60;0.73;0.35;-0.18;0.00;-0.18;-0.61;0.72;0.35;0.06;-0.12;0.12;-0.60;0.73;0.35;0.24;0.12;-0.30;-0.60;0.73;0.34;0.55;-0.30;-0.61;-0.60;0.72;0.35;-0.12;0.24;-0.12;-0.60;0.72;0.34;0.06;0.37;-0.18;-0.61;0.72;0.34;0.49;-0.24;-0.06;-0.60;0.72;0.34
0.00;-0.43;-0.06;-0.60;0.73;0.34;0.43;0.18;-0.06;-0.60;0.73;0.35;0.00;0.06;-0.30;-0.61;0.73;0.34;0.30;-0.18;-0.55;-0.61;0.73;0.34;0.49;0.30;0.00;-0.60;0.72;0.34;0.61;0.00;-0.37;-0.62;0.71;0.34;0.98;-0.12;0.24;-0.61;0.73;0.36;0.49;-0.85;0.49;-0.61;0.72;0.34
0.18;0.06;-0.43;-0.60;0.73;0.34;0.18;-0.55;-0.24;-0.60;0.72;0.35;0.37;-0.43;-0.37;-0.60;0.72;0.34;-0.12;-0.18;-0.18;-0.60;0.72;0.35;0.55;-0.43;0.06;-0.61;0.72;0.34;0.91;0.12;0.24;-0.61;0.71;0.34;0.18;0.49;0.18;-0.60;0.73;0.34;0.06;-0.12;0.18;-0.61;0.73;0.35
0.49;0.18;0.98;-0.61;0.73;0.35;0.30;0.30;-0.61;-0.61;0.72;0.35;0.43;-0.30;0.24;-0.61;0.72;0.35;0.24;-0.37;-0.12;-0.60;0.72;0.35;0.37;-0.43;-0.30;-0.61;0.72;0.35;0.61;-0.37;-0.79;-0.60;0.72;0.35;0.61;0.00;-0.06;-0.61;0.73;0.35;0.30;-0.18;0.06;-0.61;0.72;0.34
-0.30;-0.30;-0.91;-0.61;0.72;0.34;-0.37;0.37;-0.24;-0.61;0.72;0.35;-0.12;-0.37;0.24;-0.61;0.73;0.34;-0.61;-1.28;1.04;-0.60;0.73;0.35;0.49;-0.12;0.67;-0.60;0.71;0.32;0.06;1.10;-1.16;-0.61;0.73;0.35;0.37;0.00;-0.12;-0.60;0.72;0.34;0.18;0.43;0.00;-0.60;0.72;0.36
0.43;-0.06;0.12;-0.60;0.72;0.35;0.30;0.18;-0.18;-0.61;0.73;0.36;0.43;-0.12;-0.12;-0.60;0.73;0.35;0.55;-0.06;0.00;-0.61;0.72;0.35;0.67;0.00;0.30;-0.60;0.72;0.35;0.37;-0.91;0.00;-0.61;0.72;0.36;0.43;-0.30;-0.37;-0.61;0.72;0.35;0.43;0.18;-0.55;-0.61;0.72;0.34
0.61;0.61;-0.06;-0.60;0.72;0.34;0.61;2.44;-0.79;-0.60;0.73;0.35;-0.49;0.61;-0.91;-0.60;0.72;0.35;0.06;-0.49;-0.37;-0.60;0.72;0.34;-0.18;-0.24;-0.24;-0.61;0.72;0.34;0.43;-0.55;-0.49;-0.61;0.72;0.33;-0.30;-1.28;-0.43;-0.61;0.72;0.35;0.12;-0.43;-0.12;-0.60;0.73;0.34
0.61;0.67;-0.67;-0.60;0.72;0.34;0.55;-0.55;0.24;-0.60;0.72;0.34;0.43;-0.06;-1.04;-0.61;0.73;0.34;0.06;-0.12;-0.43;-0.61;0.71;0.34;0.49;-0.06;-0.06;-0.61;0.72;0.35;0.06;-0.43;-0.06;-0.60;0.72;0.35;0.12;-0.37;-0.55;-0.61;0.73;0.34;0.55;0.30;-0.37;-0.60;0.72;0.34
0.43;0.12;0.37;-0.60;0.73;0.34;0.12;-0.85;-0.73;-0.60;0.72;0.35;-0.43;-0.24;-0.73;-0.61;0.72;0.35;-0.06;0.43;-0.85;-0.59;0.73;0.35;0.30;-0.37;0.30;-0.61;0.72;0.35;0.91;-0.43;-0.24;-0.60;0.72;0.33;-0.12;0.12;-0.73;-0.60;0.72;0.34;0.30;-0.12;-0.37;-0.60;0.72;0.34
0.91;0.00;0.18;-0.60;0.73;0.34;0.06;0.18;-0.06;-0.60;0.73;0.35;-0.24;-0.24;-0.30;-0.61;0.73;0.34;0.61;-0.12;-0.12;-0.60;0.72;0.34;0.24;-0.18;-0.18;-0.61;0.72;0.34;0.06;0.30;0.18;-0.61;0.72;0.35;0.06;0.06;0.37;-0.60;0.72;0.34;0.24;0.37;0.00;-0.60;0.72;0.35
0.37;-0.24;0.00;-0.60;0.72;0.35;-0.12;-0.12;-0.43;-0.60;0.73;0.35;0.43;0.12;-0.37;-0.60;0.72;0.35;0.79;-0.18;-0.06;-0.61;0.72;0.35;0.43;-0.30;0.18;-0.61;0.73;0.34;0.67;-0.24;-0.06;-0.60;0.73;0.35;0.37;-0.06;-0.12;-0.60;0.72;0.34;-0.06;0.24;-0.49;-0.61;0.73;0.36
0.67;-0.43;-0.49;-0.60;0.72;0.35;-0.24;-0.12;-0.18;-0.61;0.72;0.35;0.49;-0.37;-0.24;-0.61;0.72;0.34;0.37;0.24;-0.18;-0.60;0.72;0.35;0.49;0.43;-0.24;-0.60;0.72;0.35;-0.18;-0.06;-0.37;-0.60;0.72;0.34;0.37;-0.24;-0.67;-0.61;0.73;0.35;0.00;-0.24;0.00;-0.61;0.72;0.34
0.18;0.00;-0.37;-0.61;0.73;0.35;0.18;-0.43;-0.49;-0.61;0.72;0.34;-0.24;0.37;-0.24;-0.61;0.73;0.34;0.30;0.00;0.06;-0.60;0.72;0.35;0.06;-0.06;-0.12;-0.61;0.72;0.34;0.43;-0.06;-0.06;-0.60;0.73;0.35;0.00;0.61;-0.37;-0.61;0.72;0.35;-0.18;0.18;0.00;-0.60;0.72;0.34
0.37;0.18;-0.06;-0.61;0.72;0.34;0.61;0.18;-0.12;-0.60;0.72;0.34;0.06;-0.12;-0.55;-0.60;0.72;0.35;0.12;-0.18;-0.30;-0.61;0.72;0.35;0.61;-0.06;0.12;-0.60;0.73;0.34;0.67;-0.06;-0.55;-0.61;0.73;0.35;-0.06;0.06;-0.61;-0.61;0.73;0.34;0.18;-0.30;-0.30;-0.60;0.73;0.35
0.67;-0.18;-0.30;-0.61;0.73;0.35;-0.12;0.00;-0.61;-0.60;0.73;0.35;0.43;-0.30;-0.06;-0.60;0.73;0.35;-0.12;0.24;0.00;-0.61;0.72;0.35;0.06;-0.24;-0.24;-0.61;0.72;0.35;0.06;-0.30;0.00;-0.61;0.72;0.35;0.61;-0.18;-0.18;-0.61;0.73;0.35;0.43;0.12;-0.43;-0.60;0.73;0.35
0.12;-0.24;-0.37;-0.61;0.73;0.35;0.37;0.37;-0.12;-0.60;0.73;0.35;0.49;-0.30;-0.61;-0.61;0.73;0.35;0.06;-0.79;-0.12;-0.60;0.72;0.35;0.12;-0.06;-0.24;-0.60;0.72;0.35;0.24;-0.30;-0.55;-0.60;0.73;0.34;0.24;-0.73;-0.37;-0.61;0.72;0.34;0.18;0.06;0.18;-0.60;0.72;0.35
0.18;0.00;-0.30;-0.61;0.72;0.35;0.12;0.43;-0.37;-0.60;0.72;0.35;0.43;0.00;-0.49;-0.60;0.72;0.35;0.49;-0.12;-0.37;-0.60;0.72;0.34;0.30;0.06;-0.37;-0.60;0.73;0.35;0.49;0.12;-0.49;-0.61;0.72;0.35;0.24;0.12;-0.30;-0.61;0.73;0.35;0.37;0.24;-0.55;-0.61;0.72;0.34
0.30;0.18;0.06;-0.61;0.73;0.35;0.55;-0.06;-0.12;-0.60;0.72;0.34;0.49;0.18;-0.49;-0.60;0.72;0.35;0.00;-0.24;0.06;-0.60;0.72;0.34;0.55;-0.12;-0.55;-0.60;0.73;0.35;0.43;0.12;-0.24;-0.61;0.73;0.34;0.73;-0.24;-0.49;-0.61;0.72;0.34;0.55;-0.18;-0.43;-0.61;0.72;0.35
0.30;-0.49;-0.43;-0.60;0.73;0.35;0.37;0.30;-0.12;-0.61;0.72;0.34;0.67;-0.24;0.43;-0.61;0.73;0.35;0.00;0.12;0.18;-0.60;0.72;0.35;0.24;-0.18;-0.18;-0.60;0.73;0.34;0.00;0.37;-0.43;-0.60;0.72;0.35;0.12;-0.55;0.00;-0.60;0.72;0.34;0.49;-0.24;0.12;-0.60;0.73;0.35
0.06;-0.06;-0.49;-0.61;0.72;0.34;-0.18;-0.61;-0.18;-0.61;0.73;0.35;-0.12;-0.24;-0.67;-0.61;0.72;0.34;-0.43;0.30;-0.43;-0.61;0.73;0.35;-0.12;0.12;-0.24;-0.60;0.73;0.35;0.18;0.06;-0.61;-0.60;0.72;0.35;0.18;0.00;-0.49;-0.61;0.73;0.35;0.67;0.30;-0.24;-0.60;0.72;0.35
-0.55;0.06;-0.30;-0.60;0.72;0.35;0.30;0.18;-0.49;-0.60;0.72;0.35;0.24;-0.30;-0.43;-0.60;0.72;0.34;0.49;0.24;-0.67;-0.60;0.73;0.34;0.12;0.06;-0.55;-0.60;0.73;0.34;0.24;0.06;-0.12;-0.61;0.72;0.36;-0.06;-0.73;-0.79;-0.60;0.73;0.35;0.12;0.18;-0.30;-0.60;0.72;0.34
